code,level,name_kh,name_en,parent_code
12140111,village,កប់រអំបិល,Kab Ambel,121401
12140112,village,ស្នួលខ្ពស់,Snuol Khpuos,121401
12140113,village,អំពិល,Ampil,121401
12140114,village,ត្រិប,Treb,121401
12140115,village,សាឡូង,Saloung,121401
12140116,village,ជំទាវម៉ៅ,Chumteav Mau,121401
12140117,village,អង្គបឹងចក,Ang Boeng Chak,121401
12140118,village,លិចវត្ត,Lech Voat,121401
121402,commune,កន្ទោក,Kantaok,1214
12140201,village,ថ្មដា,Thma Da,121402
12140202,village,ត្រពាំងគល់,Trapeang Kul,121402
12140203,village,ស្ងួនពេជ្រ,Snguon Pech,121402
12140204,village,កន្ធោកត្បូង,Kantaok Tboung,121402
12140205,village,គល់,Kul,121402
12140206,village,អង្គត្រគៀត,Ang Trakiet,121402
12140207,village,កន្ធោកជើង,Kantaok Cheung,121402
12140208,village,ត្រពាំងឈូក,Trapeang Chhuk,121402
12140209,village,ស្រែក្នុង,Srae Knong,121402
12140210,village,ព្រៃបឹង,Prey Boeng,121402
12140211,village,កំរៀង,Kamrieng,121402
12140212,village,ដំបូកខ្ពស់,Dambouk Khpuos,121402
12140213,village,ត្រាំស្លឹក,Tram Sloek,121402
121403,commune,ឪឡោក,Ovlaok,1214
12140301,village,ព្រៃតាប៉ុក,Prey Ta pok,121403
12140302,village,ត្រពាំងកក់,Trapeang Kak,121403
12140303,village,អង្គស្លែង,Ang Slaeng,121403
12140304,village,ដូនរ័ត្ន,Doun Roat,121403
12140305,village,ត្រពាំងអារ័ក្ស,Trapeang Areak,121403
12140306,village,ត្រពាំងពោធិ៍,Trapeang Pou,121403
12140307,village,បឹងគ្រើល,Boeng Kreul,121403
12140308,village,ជ័យជំនះ,Chey Chumneah,121403
12140309,village,បឹងកំបោរ,Boeng Kambaor,121403
12140310,village,ត្បែងមានជ័យ,Tbaeng Mean Chey,121403
12140311,village,ត្រង់នំ,Trang Num,121403
12140312,village,ពង្រ,Pungro,121403
12140313,village,ថ្ម,Thma,121403
12140314,village,សាមគ្គីប្រយុទ្ធ,Sammeakki Prayut,121403
121404,commune,ស្នោរ,Snaor,1214
12140401,village,សាក់ប្រយុទ្ធ,Sak Prayut,121404
12140402,village,អង្គរជ័យ,Angkor Chey,121404
12140403,village,ស្រែអំពិល,Srae Ampil,121404
12140404,village,តាអិន,Ta En,121404
12140405,village,កុលក្រស្នារ,Kol Krasna,121404
12140406,village,ប្រាសាទ,Prasat,121404
12140407,village,ស្វាយ,Svay,121404
12140408,village,ស្នោរកើត,Snaor Kaeut,121404
12140409,village,តាពូង,Ta Pung,121404
12140410,village,ផ្លាំង,Phlang,121404
12140411,village,ស្នោរលិច,Snaor Lech,121404
12140412,village,ពង្រ,Pungro,121404
12140413,village,ព្រៃរឹង,Prey Rueng,121404
12140414,village,រំដួលជើង,Rumduol Cheung,121404
12140415,village,រំដួលត្បូង,Rumduol Tboung,121404
12140416,village,ទួលលៀប,Tuol Lieb,121404
12140417,village,ព្រៃក្រាយ,Prey Kray,121404
12140418,village,ព្រៃឈូក,Prey Chhuk,121404
121405,commune,ភ្លើងឆេះរទេះ,Phleung Chheh Roteh,1214
12140501,village,ទួលកី,Tuol Kei,121405
12140502,village,កប់ភ្លុក,Kab Phluk,121405
12140503,village,ព្រៃរងៀង,Prey Rongieng,121405
12140504,village,ត្រាញ់តាបាញ់,Tranh Tanbanh,121405
12140505,village,ភ្លើងឆេះរទេះលិច,Phleung Chheh Roteh Lech,121405
12140506,village,ភ្លើងឆេះរទេះកើត,Phleung Chheh Roteh Keut,121405
12140507,village,គោកខ្សាច់,Kouk Khsach,121405
12140508,village,ព្រៃកី,Prey Kei,121405
121406,commune,បឹងធំ,Boeng Thum,1214
12140601,village,ត្មាតពង,Tmat Pong,121406
12140602,village,ព្រៃរមាសទី២,Prey Romeas Ti Pir,121406
12140603,village,ព្រៃរមាសទី១,Prey Romeas Ti Muoy,121406
12140604,village,តាជេត,Ta Chet,121406
12140605,village,បឹងធំទី១,Boeng Thum Ti Muoy,121406
12140606,village,បឹងធំទី២,Boeng Thum Ti Pir,121406
12140607,village,បឹងធំទី៣,Boeng Thum Ti Bei,121406
12140608,village,ដូនកុក,Doun Kok,121406
12140609,village,ខ្ចៅ,Khchau,121406
12140610,village,ក្ងោក,Kngaok,121406
12140611,village,ទួលស្វាយ,Tuol Svay,121406
12140612,village,ត្រពាំងក្រសាំង,Trapeang Krasang,121406
12140613,village,ចំបក់ពណ្ណរាយ,Chambak Punnak Reay,121406
12140614,village,ត្រពាំងត្រប់,Trapeang Trab,121406
12140615,village,អន្លុងស្វាយ,Anlung Svay,121406
12140616,village,ព្រៃតាកែ,Prey Ta Kae,121406
121407,commune,ប្រទះឡាង,Prateah Lang,1214
12140701,village,ប្រទះឡាង,Prateah Lang,121407
12140702,village,ភា,Phea,121407
12140703,village,អង្គ,Ang,121407
12140704,village,តាំងរនាម,Tang Roneam,121407
12140705,village,គោកខ្សាច់,Kouk Khsach,121407
12140706,village,គោកមាស,Kouk Meas,121407
13,province,ព្រះវិហារ,Preah Vihear,
1301,district,ជ័យសែន,Chey Saen,13
130101,commune,ស្អាង,S'ang,1301
13010101,village,ស្អាង,S'ang,130101
13010102,village,ទឹកលិច,Tuek Lich,130101
13010103,village,គោក,,130101
130102,commune,តស៊ូ,Tasu,1301
13010201,village,តស៊ូ,Tasu,130102
13010202,village,ថ្មី,Thmei,130102
13010203,village,សំរោង,Samraong,130102
130103,commune,ខ្យង,Khyang,1301
13010301,village,ខ្យង,Khyang,130103
13010302,village,ម៉ឺនរាជ,Meun Reach,130103
13010303,village,ស្លែង,Slaeng,130103
130104,commune,ច្រាច់,Chrach,1301
13010401,village,បដិវត្តន៍,Pakdevoat,130104
13010402,village,ច្រាច់,Chrach,130104
13010403,village,ចំរើន,Chamraeun,130104
13010404,village,ផ្លោច,Phlaoch,130104
13010405,village,ប្រមូលផ្តុំ,Pramoul Phdom,130104
13010406,village,ដំណាក់ត្រាច,Damnak Trach,130104
130105,commune,ធា្ម,Thmea,1301
13010501,village,ធ្មា,Thmea,130105
13010502,village,ស្រែវាល,Srae Veal,130105
13010503,village,ភ្ញាក់រលឹក,Phneak Roluek,130105
130106,commune,ពុទ្រា,Puttrea,1301
13010601,village,កំពង់ពុទ្រា,Kampong Putrea,130106
13010602,village,ពើក,Peuk,130106
13010603,village,វាលបរ,Veal Bar,130106
1302,district,ឆែប,Chhaeb,13
130201,commune,ឆែបមួយ,Chhaeb Muoy,1302
13020101,village,ឆែបលិច,Chhaeb Lech,130201
13020102,village,ឆែបកើត,Chhaeb Kaeut,130201
13020103,village,ក្រសាំង,Krasang,130201
130202,commune,ឆែបពីរ,Chhaeb Pir,1302
13020201,village,គុណភាពមួយ,Kunakpheap Muoy,130202
13020202,village,គុណភាពពីរ,Kunakpheap Pir,130202
13020203,village,ណារ៉ុង,Narong,130202
13020204,village,ដងផ្លិត,Dang Phlet,130202
130203,commune,សង្កែមួយ,Sangkae Muoy,1302
13020301,village,សង្កែ,,130203
13020302,village,សាអែម,,130203
130204,commune,សង្កែពីរ,Sangkae Pir,1302
13020401,village,កោឡោត,Kaolaot,130204
13020402,village,សម្បូរ,Sambour,130204
13020403,village,ជោគជ័យ,Chouk Chey,130204
130205,commune,ម្លូព្រៃមួយ,Mlu Prey Muoy,1302
13020501,village,ម្លូព្រៃ,Mlu Prey,130205
13020502,village,តុល,Tol,130205
13020503,village,ពោធិទាប,Pou Teab,130205
130206,commune,ម្ជូព្រៃពីរ,Mlu Prey Pir,1302
13020601,village,បុះ,Boh,130206
13020602,village,ប្រើសក្អក,Praeus K'ak,130206
130207,commune,កំពង់ស្រឡៅមួយ,Kampong Sralau Muoy,1302
13020701,village,កំពង់ស្រឡៅ,Kampong Sralau,130207
13020702,village,កំពង់ពោធិ,Kampong Pou,130207
13020703,village,កំពង់សង្កែ,Kampong Sangkae,130207
13020704,village,ខាំកីត,Kham Keut,130207
13020705,village,សួង,Suong,130207
130208,commune,កំពង់ស្រឡៅពីរ,Kampong Sralau Pir,1302
13020801,village,កំពង់ជ្រៃ,Kampong Chrey,130208
13020802,village,កំពង់ក្រសាំង,Kampong Krasang,130208
13020803,village,កំពង់សាមី,Kampong Sami,130208
13020804,village,កំពង់ព្រះឥន្ទ,Kampong Preah En,130208
1303,district,ជាំក្សាន្ត,Choam Khsan,13
130301,commune,ជាំក្សាន្ត,Choam Ksan,1303
13030101,village,ជាំក្សាន្ត,Choam Ksan,130301
13030102,village,គោកស្រឡៅ,Kouk Sralau,130301
13030104,village,វាលពោធិ៍,Veal Pou,130301
13030105,village,វាលធំ,Veal Thum,130301
13030106,village,ឈើទាលគង,Cheu Teal Kong,130301
13030107,village,ត្រពាំងសង្កែខាងកើត,Trapeang Sangkae Khang Kaeut,130301
13030108,village,អានសេះ,An Seh,130301
130302,commune,ទឹកក្រហម,Tuek Kraham,1303
13030201,village,ទឹកក្រហម,Tuek Kraham,130302
13030202,village,ចាត់តាំង,Chat Tang,130302
13030203,village,សង្គមថ្មី,Sangkum Thmei,130302
13030204,village,ត្រពាំងធំ,Trapeang Thum,130302
13030205,village,អូរក្សាន្ត,Ou Ksan,130302
13030207,village,សែនរុងរឿង១,Saen Rung Roeang Muoy,130302
13030208,village,សែនរុងរឿង៥,Saen Rung Roeang Pram,130302
130303,commune,ព្រីងធំ,Pring Thum,1303
13030301,village,ក្រឡាពាស,Krala Peas,130303
13030302,village,ត្នាតប៉ើយ,Tmat Paeuy,130303
130304,commune,រំដោះស្រែ,Rumdaoh Srae,1303
13030401,village,ស្រែ,Srae,130304
13030402,village,គោក,Kouk,130304
13030403,village,រលំថ្ម,Rolum Thma,130304
13030404,village,ស្វាយ,Svay,130304
13030405,village,ត្រពាំងសង្កែខាងត្បូង,Trapeang Sangkae Khang Tboung,130304
13030406,village,ពាក់ស្បែក,Peak Sbaek,130304
13030407,village,ដំណាក់កណ្តាល,Damnak Kandaol,130304
130305,commune,យាង,Yeang,1303
13030501,village,យាង,Yeang,130305
13030502,village,គង់យ៉ោង,Kung Yaong,130305
13030503,village,រស្មី,Reaksmei,130305
13030504,village,កំពាញ,Kampeanh,130305
13030505,village,ជាំអន្ទឹល,Choam Antil,130305
13030506,village,ជាំស្រែ,Choam Srae,130305
130306,commune,កន្ទួត,Kantuot,1303
13030601,village,កន្ទួត,Kantuot,130306
13030602,village,ស្រអែមខាងត្បូង,Sra Aem Khang Tboung,130306
13030603,village,អន្លង់វែង,Anlung Veaeng,130306
13030604,village,ចារ្យ,Char,130306
13030605,village,សុខសែនជ័យ,Sokh Saen Chey,130306
13030606,village,ត្រពាំងសង្កែខាងលិច,Trapeang Sangkae Khang Lech,130306
13030607,village,មរកតតេជោ,Morokat Dechou,130306
130307,commune,មរកត,Morokat,1303
13030701,village,,Robonh,130307
13030702,village,សែនរុងរឿង២,Saen Rung Roeang Pir,130307
13030703,village,សែនរុងរឿង៣,Saen Rung Roeang Bei,130307
13030704,village,សែនរុងរឿង៤,Saen Rung Roeang Buon,130307
13030705,village,សែនតេជៈ,Saen Decheah,130307
13030706,village,តេជោមរកត,Dechou Morokat,130307
130308,commune,ស្រអែម,Sra Aem,1303
13030801,village,បង្គោល៨,Bangkoul Prambei,130308
13030802,village,ចំបក់សែនជ័យ,Chambak Saen Chey,130308
13030803,village,សែនជ័យ,Saen Chey,130308
13030804,village,ស្រអែមខាងជើង,Sra Aem Khang Cheung,130308
13030805,village,ស្ទឹងខៀវតេជោ,Stueng Khiev Dechou,130308
13030806,village,តេជោបុស្សស្បូវ,Dechou Bos Sbouv,130308
13030807,village,ធម្មជាតិសម្តេចតេជោ ហ៊ុន សែន,Thoammeakcheat Samdech Dechou Hun Sen,130308
1304,district,គូលែន,Kuleaen,13
130401,commune,គូលែនត្បូង,Kuleaen Thoung,1304
13040101,village,គូលែនត្បូង,Kuleaeng Tboung,130401
13040102,village,ក្របៅ,Krabau,130401
130402,commune,គូលែនជើង,Kuleaen Cheung,1304
13040201,village,គូលែនជើង,Kuleaeng Cheung,130402
13040202,village,ព្យួរជ្រូក,Pyuor Chruk,130402
130403,commune,ថ្មី,Thmei,1304
13040301,village,ថ្នល់បែក,Thnal Baek,130403
13040302,village,ត្រាវគៀត,Trav Kiet,130403
13040303,village,ពង្រ,Pungro,130403
13040304,village,ដាន,Dan,130403
13040305,village,ដំណាក់កន្ទួត,Damnak Kantuot,130403
130404,commune,ភ្នំពេញ,Phnum Penh,1304
13040401,village,ព្នៅ,Pnov,130404
13040402,village,បុះ,Boh,130404
13040403,village,ស្របាល,Srabal,130404
130405,commune,ភ្នំត្បែងពីរ,Phnum Thaeng Pir,1304
13040501,village,ឈូក,Chhuk,130405
13040502,village,ស្រឡៃ,Sralai,130405
13040503,village,បរិបូណ៌,Baribour,130405
13040504,village,ក្តាក់,Kdak,130405
130406,commune,ស្រយង់,Srayang,1304
13040601,village,ស្រយង់ជើង,Srayang Cheung,130406
13040602,village,ស្រយង់ត្បូង,Srayang Tboung,130406
13040603,village,កោះកេរ,Koah Ker,130406
13040604,village,ម្រេច,Mrech,130406
13040605,village,រំចេក,Rumchek,130406
13040606,village,សម្បូរ,Sambour,130406
13040607,village,ស្នាផ្អែក,Sna Ph'aek,130406
1305,district,រវៀង,Rovieng,13
130501,commune,របៀប,Robieb,1305
13050101,village,រវៀងជើង,Rovieng Cheung,130501
13050102,village,ត្នោតម្លូ,Tnaot Mlu,130501
13050103,village,តាំងត្រក,Tang Trak,130501
13050104,village,បាក់ក្តោង,Bak Kdaong,130501
13050105,village,បឹង,Boeng,130501
13050106,village,អូរ,Ou,130501
130502,commune,រស្មី,Reaksmei,1305
13050201,village,ដំណាក់ចិន,Damnak Chen,130502
13050202,village,តាតុង,Ta Tong,130502
13050203,village,ចំបក់ផ្អែម,Chambak Ph'aem,130502
13050204,village,ត្រពាំងឬស្សី,Trapeang Ruessei,130502
130503,commune,រហ័ស,Rohas,1305
13050301,village,ថ្កែង,Thkaeng,130503
13050302,village,កំពត,Kampot,130503
13050303,village,សង្កែរូង,Sangkae Rung,130503
13050304,village,កក់ពោន,Kak Poun,130503
13050305,village,ចំឡង,Chamlang,130503
13050306,village,អន្លង់ស្វាយ,Anlung Svay,130503
130504,commune,រុងរឿង,Rung Roeang,1305
13050401,village,ថ្នល់កែង,Thnal Kaeng,130504
13050402,village,រវៀងត្បូង,Rovieng Tboung,130504
13050403,village,បុះពៃ,Boh Pey,130504
13050404,village,ស្រែធំ,Srae Thum,130504
130505,commune,រីករាយ,Rik Reay,1305
13050501,village,ប៉ាលហាល,Pal Hal,130505
13050502,village,បុះ,Boh,130505
13050503,village,ដូង,Doung,130505
130506,commune,រួសរាន់,Ruos Roan,1305
13050601,village,ឈ្នួន,Chhnuon,130506
13050602,village,ទន្លាប់,Tunloab,130506
13050603,village,ឬស្សីស្រុក,Ruessei Srok,130506
130507,commune,រតនៈ,Rottaknak,1305
13050701,village,កេរ,Ker,130507
13050702,village,ខ្នារ,Khnar,130507
13050703,village,សំរិទ្ធិ,Samret,130507
13050704,village,សំព្រៀង,Samprieng,130507
13050705,village,ព្រៃស្នួល,Prey Snuol,130507
130508,commune,រៀបរយ,Rieb Roy,1305
13050801,village,ស្លែងទោល,Slaeng Toul,130508
13050802,village,ស្រែ,Srae,130508
13050803,village,បង្កន,Bangkan,130508
130509,commune,រក្សា,Reaksa,1305
13050901,village,ដូនម៉ា,Doun Ma,130509
13050902,village,សំរោង,Samraong,130509
13050903,village,ព្រាល,Preal,130509
13050904,village,កក់ពោន,Kak Poun,130509
13050905,village,រំដោះ,Rumdaoh,130509
13050906,village,សន្លុងជ័យ,Sanlung Chey,130509
13050907,village,ពលកម្ម,Puleakkam,130509
13050908,village,ស្រឡៅស្រោង,Sralau Sraong,130509
130510,commune,រំដោះ,Rumdaoh,1305
13051001,village,ថ្នល់កោង,Thnal Kaong,130510
13051002,village,ស្វាយប៉ាត,Svay Pat,130510
13051003,village,គោកអំពិល,Kouk Ampil,130510
13051004,village,ឪឡឹក,Ovloek,130510
130511,commune,រមទម,Rumtum,1305
13051101,village,ត្រពាំងទទឹម,Trapeang Totuem,130511
13051102,village,អូរទ្រលោក,Ou Trolaok,130511
13051103,village,ទួលរវៀង,Tuol Rovieng,130511
13051104,village,បង្កើនផល,Bangkaeun Phal,130511
13051105,village,ស្វាយដំណាក់ចាស់,Svay Damnak Chas,130511
13051106,village,ស្វាយដំណាក់ថ្មី,Svay Damnak Thmei,130511
130512,commune,រមណីយ,Rummeakney,1305
13051201,village,រំចេក,Rumchek,130512
13051202,village,អូរពោរ,Ou Pou,130512
13051203,village,ជីឱក,Chi Aok,130512
13051204,village,ភ្នំដែក,Phnum Daek,130512
13051205,village,ស្រែធ្នង់,Srae Thnung,130512
1306,district,សង្គមថ្មី,Sangkum Thmei,13
130601,commune,ចំរើន,Chamraeun,1306
13060101,village,ប្រធាកុ,Pratheat,130601
13060102,village,ត្បែង,Tbaeng,130601
13060103,village,ដា,Da,130601
13060104,village,សែនគង់,Saen Kung,130601
13060105,village,ស្រីស្រណោះ,Srei Sranaoh,130601
130602,commune,រអាង,Ro Ang,1306
13060201,village,អណ្តូងភ្លូ,Andoung Phlu,130602
13060202,village,ខ្នារ,Khnar,130602
13060203,village,ស្ទឹង,Stueng,130602
13060204,village,ក្តី,Kdei,130602
13060205,village,បឹង,Boeng,130602
13060206,village,ខ្នុរ,Knor,130602
130603,commune,ភ្នំត្បែងមួយ,Phnum Tbaeng Muoy,1306
13060301,village,សំឡាញ,Samlanh,130603
13060302,village,ក្បាលខ្លា,Kbal Khla,130603
130604,commune,ស្តៅ,Sdau,1306
13060401,village,តាបស,Ta Bas,130604
13060402,village,ស្តៅ,Sdau,130604
13060403,village,សុច,Soch,130604
13060404,village,ត្រពាំងធ្លក,Trapeang Thlok,130604
13060405,village,ត្រពាំងខ្វែង,Trapeang Khchaeng,130604
130605,commune,រណសិរ្ស,Reaknak Se,1306
13060501,village,តាសែងកណ្តាល,Ta Saeng Kandal,130605
13060502,village,តាសែងជើង,Ta Saeng Cheung,130605
13060503,village,ត្រពាំងរាំង,Trapeang Reang,130605
13060504,village,ស្វាយ,Svay,130605
13060505,village,គោកថ្កូវ,Kouk Thkouv,130605
13060506,village,រភូមិ លំស្លែង,Rolum Slaeng,130605
1307,district,ត្បែងមានជ័យ,Tbaeng Mean Chey,13
130703,commune,ឈានមុខ,Chhean Mukh,1307
13070301,village,បាក់កាំ,Bak Kam,130703
13070302,village,សេដ្ឋកិច្ច,Sedthakkech,130703
13070303,village,មហាផល,Moha Phal,130703
130704,commune,ពោធិ៍,Pou,1307
13070401,village,ពោធិ៍,Pou,130704
13070402,village,ស្រឡៅទូង,Sralau Tung,130704
13070403,village,ពោធិ៍ខឿន,Pou Khoean,130704
13070404,village,អូរកក់,Ou Kak,130704
130705,commune,ប្រមេរុ,Pramae,1307
13070501,village,បុស្សធំ,Bos Thum,130705
13070502,village,ប្រមេរុ,Pramae,130705
13070503,village,ស្រែព្រាង,Srae Preang,130705
130706,commune,ព្រះឃ្លាំង,Preah Khleang,1307
13070601,village,អន្លង់ស្វាយ,Anlung Svay,130706
13070602,village,ក្រាំងដូង,Krang Doung,130706
1308,district,ព្រះវិហារ,Preah Vihear,13
130801,commune,កំពង់ប្រណាក,Kampong Pranak,1308
13080101,village,សំរោង,Samraong,130801
13080102,village,ថ្មី,Thmei,130801
13080103,village,គោកបេង,Kouk Beng,130801
13080104,village,អណ្តូងពោធិ,Andoung Pou,130801
13080105,village,ឡឥដ្ឋ,La Ed,130801
13080106,village,ដំណាក់,Damnak,130801
13080107,village,ស្រះឈូក,Srah Chhuk,130801
13080108,village,កណ្តាល,Kandal,130801
13080109,village,កំពង់ចម្លង,Kampong Chamlang,130801
13080110,village,ទួលទំនប់,Tuol Tumnub,130801
130802,commune,ប៉ាលហាល,Pal Hal,1308
13080201,village,ហ្មសែត,Ma Saet,130802
13080202,village,អូរខ្លែងពណ៌,Ou Khlaeng Poar,130802
13080203,village,ទំនប់,Tumnub,130802
13080204,village,ប៉ាលហាល,Pal Hal,130802
13080205,village,ភារកិច្ច,Pheareakkech,130802
13080206,village,ស្ថាពរ,Sthapor,130802
13080207,village,សាមគ្គី,Sammeakki,130802
13080208,village,ឯកភាព,Aekakpheap,130802
13080209,village,អភិវឌ្ឍន៍,Akphivoad,130802
13080210,village,ចំការស្រម៉ូវ,Chamkar Sramouv,130802
14,province,ព្រៃវែង,Prey Veng,
1401,district,​ បាភ្នំ,Ba Phnum,14
140101,commune,បឹងព្រះ,Boeng Preah,1401
14010101,village,អង្រ្កង​,Angkrong,140101
14010102,village,ឬស្សីក្អែក,Ruessei K’aek,140101
14010103,village,ស្វាយតានី,Svay Ta Ni,140101
14010104,village,ប្រស្រែ,Prasrae,140101
14010105,village,តាម៉ា,Ta Ma,140101
14010106,village,ក្បាលដំរី,Kbal Damrei,140101
14010107,village,ល្ពាច,Lpeach,140101
14010108,village,ដីថុយ,Dei Thoy,140101
14010109,village,ឬស្សីជួរ,Ruessei Chuor,140101
14010110,village,តាជៃ,Ta Chey,140101
14010111,village,តាម៉ៅ,Ta Mau,140101
14010112,village,កណ្តាល,Kandal,140101
14010113,village,បឹងព្រះ,Boeng Preah,140101
14010114,village,ស្នែរាន,Snae Rean,140101
140102,commune,ជើងភ្នំ,Cheung Phnum,1401
14010201,village,មាត់ព្រៃ,Moat Prey,140102
14010202,village,ពោធិ៍អណ្តោត,Pou Andaot,140102
14010203,village,ផ្លូវរលួស,Phlouv Roluos,140102
14010204,village,បឹងរកា,Boeng Roka,140102
14010205,village,អណ្តូង,Andoung,140102
14010206,village,ស្វាយសាមសិប,Svay Samseb,140102
14010207,village,រោងដំរី,Roung Damrei,140102
140103,commune,ឈើកាច់,Chheu Kach,1401
14010301,village,ឈើកាច់,Chheu Kach,140103
14010302,village,កំហែងរាជ្យ,Kamhaeng Reach,140103
14010303,village,ក្រោលគោ,Kraol Kou,140103
14010304,village,​ ព្រៃក្ដួច,Prey Kduoch,140103
14010305,village,ទ្រា,Trea,140103
14010306,village,ទួលខ្ពស់,Tuol Khpuos,140103
14010307,village,ត្នោត,Tnaot,140103
14010308,village,កណ្ដាល,Kandal,140103
14010309,village,អង្កាញ់,Angkanh,140103
14010310,village,ត្រពាំងសាលា,Trapeang Sala,140103
14010311,village,ឃ្លាំង,Khleang,140103
14010312,village,ស្វាយប្រក្រាល,Svay Prakral,140103
14010313,village,បឹងប្រស្រែ,Boeng Prasrae,140103
14010314,village,គ្រួស,Kruos,140103
140104,commune,រក្សជ័យ,Reak Chey,1401
14010401,village,គោកសណ្តែក,Kouk Sandaek,140104
14010402,village,ខ្សាច់ស,Khsach Sa,140104
14010403,village,ត្រើយងរ៍,Traeuy Ngor,140104
14010404,village,ថ្មទ្រាំង,Thma Treang,140104
14010405,village,ថ្មីក្រៅ,Thmei Krau,140104
14010406,village,តាពេជខាងជើង,Ta Pech Khang Cheung,140104
14010407,village,តាពេជខាងត្បូង,Ta Pech Khang Tboung,140104
14010408,village,រក្សជ័យ,Reak Chey,140104
14010409,village,តាអ៊ួក,Ta Uok,140104
14010410,village,ជ្រួលធំ,Chruol Thum,140104
14010411,village,ជ្រួលថ្មី,Chruol Thmei,140104
14010412,village,ឈើត្រែង,Chheu Traeng,140104
140105,commune,រោងដំរី,Roung Damrei,1401
14010501,village,ក្តីដូង,Kdei Doung,140105
14010502,village,ពងពស់,Pong Puos,140105
14010503,village,ទីតាង៉ើយ,TiTa Ngaeuy,140105
14010504,village,ស្វាយខ្នី,Svay Khnei,140105
14010505,village,ព្រៃភ្ជាម,Prey Phngeam,140105
14010506,village,ជីរោង,Chi Roung,140105
14010507,village,រវាំងជុំ,Roveang Chum,140105
14010508,village,ត្រោក,Traok,140105
14010509,village,វល្លិយាវ,Voa Yeav,140105
14010510,village,ត្នោតស្វាយ,Tnaot Svay,140105
14010511,village,កន្រ្ទាន,Kantrean,140105
14010512,village,ជើងទឹក,Cheung Tuek,140105
140106,commune,ស្ពៅកោង,Sdau Kaong,1401
14010601,village,តាគោក,Ta Kouk,140106
14010602,village,ត្រពាំងសិការ,Trapeang Sekar,140106
14010603,village,សៀម,Siem,140106
14010604,village,ថ្មី,Thmei,140106
14010605,village,ក្រាំងចិន,Krang Chen,140106
14010606,village,សិម្ពលី,Sempuli,140106
14010607,village,ត្របែក,Trabaek,140106
14010608,village,ធ្នង់,Thnung,140106
14010609,village,ព្រៃផ្តៅ,Prey Phdau,140106
14010610,village,ដូនមា,Doun Mea,140106
14010611,village,ច្រកស្វាយ,Chrak Svay,140106
14010612,village,ព្រៃកន្រ្រង់,Prey Kantrung,140106
14010613,village,បឹងត្របរ,Boeng Trabar,140106
14010614,village,ទង់នាគ,Tung Neak,140106
14010615,village,ត្រពាំងស្វាយ,Trapeang Svay,140106
140107,commune,ស្ពឺ ក,Spueu Ka,1401
14010701,village,ស្នួល,Snuol,140107
14010702,village,ក្រាំង,krang,140107
14010703,village,ស្វាយពក,Svay Pok,140107
14010704,village,កាឡីខាងជើង,Kalei Khang Cheung,140107
14010705,village,កាឡីខាងត្បូង,Kalei Khang Thoung,140107
14010706,village,តាឡោន,Ta Laon,140107
14010707,village,ព្រេច,Prech,140107
14010708,village,ស្តៅកោង,Sdau Kaong,140107
14010709,village,ស្ពឺខាងកើត,Spueu Khang Kaeut,140107
14010710,village,ស្តឺខាងលិច,Spueu Khang Lech,140107
140108,commune,ស្ពឺ ខ,Spueu Kha,1401
14010801,village,ព្រៃចំការ,Prey Chamkar,140108
14010802,village,ចាន់រ៉ា ក,Chan Ra Ka,140108
14010803,village,ចាន់រ៉ា ខ,Chan Ra Kha,140108
14010804,village,ព្រៃប្រង់,Prey Prang,140108
14010805,village,ព្រៃស្វា,Prey Sva,140108
14010806,village,ធ្លក,Thlok,140108
140109,commune,ធាយ,Theay,1401
14010901,village,ចក,Chak,140109
14010902,village,ពោធិ៍ភ្លុក,Pou Phlouk,140109
14010903,village,កំរែង,Kamraeng,140109
14010904,village,លា,lvea,140109
14010905,village,ក្រាំង,Krang,140109
14010906,village,ព្រៃផ្ចិត,Prey Phchet,140109
14010907,village,តាសូ​,Ta Sou,140109
14010908,village,អង្កាល់,Angkal,140109
14010909,village,ស្នួល,Snuol,140109
14010910,village,កំពង់ស្នែ,Kampong Snae,140109
14010911,village,កំពង់ស្លែង,Kampong Slaeng,140109
14010912,village,ធាយ,Theay,140109
14010913,village,ទ័ពស្ដេច,Toap Sdach,140109
14010914,village,ខ្វិត,Khvet,140109
14010915,village,ស្តៅ,Sdau,140109
14010916,village,ប្រញ៉ង,Pranhang,140109
14010917,village,ស្វាយកាប,Svay Kab,140109
14010918,village,ទីលេង,Ti Leng,140109
1402,district,កំចាយមារ,Kamchay Mear,14
140201,commune,ជាច,Cheach,1402
14020102,village,ទួលសង្កែបណ្តោយ,Tuol Sangkae Bandaoy,140201
14020103,village,ត្រពាំងរមាស,Trapeang Romeas,140201
14020104,village,រហាល,Rohal,140201
14020105,village,កោះខ្ជាយ,Kaoh Khcheay,140201
14020106,village,ដូនដោក,Doun Daok,140201
14020107,village,ស្វាយត្រៃ,Svay Trai,140201
14020108,village,ជួរថ្នល់,Chuor Thnal,140201
14020109,village,កោះតារ័ត្ន,Kaoh Ta Roat,140201
14020110,village,ជាចជួរ,Cheach Chuor,140201
14020111,village,ជាចខាងលិច,Cheach Khang Lech,140201
14020112,village,ជាចខាងជើង,Cheach Khang Cheung,140201
14020113,village,ជាចកណ្តាល,Cheach Kandal,140201
14020114,village,ជាចខាងត្បូង,Cheach Khang Tboung,140201
14020115,village,ពោនខាងលិច,Poun Khang Lech,140201
14020116,village,ពោនខាងកើត,Poun Khang Kaeut,140201
